game_id,game_fmt,game_type,field_content,game_length,name1,name2,result_type,winner
ultimate_lightning-2014.6-1931,.xml,ultimate lightning,GMBEGAAAAAJBHFHAAAAALIDDEAAAAADDCKFAAAAAAA__AA__AAAA__AA__AAPVPAASPOWUSTTAAXNYNPAAAAAAARRAAAAAAAAAQQ,65,Player 1,Player 2,1,1
ultimate.2003.06.16.114,.gsn,ultimate lightning,AAAAEBEDIMADADABHAGGAKAAAFCDHJAFAAAAAALAAA__AA__AAAA__AA__AAAAASAAAAAAAARAASARUAATWAVPXQTAAPOAQYNNPP,199,red,blue,1,1
ultimate.2003.05.24.171,.gsn,ultimate lightning,BBFMHAAADDEDCAAAAAEAAAKAHLAAJAAGAAFIAADGAA__AA__AAAA__AA__AAAAAARAAAAAVSPXSAAWAUPAOTAANTAPQRAPAAYNAQ,124,red,blue,1,2
ultimate.2003.09.23.4621,.gsn,ultimate lightning,DBFCDJMIAEBGADGAHAHDAAFKAALAEAAAAAAAAAAAAA__AA__AAAA__AA__AAAAAAAAAAAAAAAAAAAAAANVSXQSWPUNRQTYPPOTPR,174,red,blue,3,2
ultimate.2003.10.02.2774,.gsn,ultimate lightning,MAAAAJAAAAAAEEFGDDDAAAAAAGAAAAHDHLBBCKIFAA__AA__AAAA__AA__AAAPAAAAAPAAAAAAXWAAAAAQSAPOVAPATNRUQSYTNR,14,red,blue,1,2
ultimate_lightning-2006.2-7843,.xml,ultimate lightning,DAAABDFAAAAAAAAFBMAAAGHLADHAKGAAEJEAACIDAA__AA__AAAA__AA__AAAAPAAPPQAAASSRWXQRAAANTUTVOAAAAPNAAYAAAA,65,Player 1,Player 2,3,1
ultimate.2003.05.21.41,.gsn,ultimate lightning,EADDAEABAMDADAHAAHABIAJLAGACGKFAAAAAAAAFAA__AA__AAAA__AA__AAXWTAVPAPAAYAAOPTAARRAAAAAANAQAAPAUAASNSQ,137,red,blue,1,1
ultimate.2003.09.26.2583,.gsn,ultimate lightning,DBIDHHDMGBAEAAAAJCAEAGAALAAKADAAAAFAAAFAAA__AA__AAAA__AA__AAAAXAASAAQAAQAPSAOVPAARWTAAUTPAAPNNAYAARA,225,red,blue,1,1
ultimate_lightning-2005.10-2075,.xml,ultimate lightning,BEDADDBAAMIAAJACAHAEAFAAHAKAAAAAGAAFDAGLAA__AA__AAAA__AA__AAAAAAAAAAAAPRTXSQTOSWAAAAAAAAAAPVRYQUNNPP,160,Player 1,Player 2,3,2
ultimate.2003.05.22.111,.gsn,ultimate lightning,CFGDDDFHABEEAAADHAAMAAAAAAAABAGIAAJAAALKAA__AA__AAAA__AA__AARAVARAWAQAAAXAAAUASPPAAAAATOAQAPAAPTSYNN,164,red,blue,3,2
ultimate_lightning-2005.10-4018,.xml,ultimate lightning,MEDJGAAAAAEDDFBAAAAAHHCBGAAAAALKIFDAAAAAAA__AA__AAAA__AA__AAAAAAAAAAAAPSTXRQTOSPAAAAAAAAAAPVRYQUNNWP,85,Player 1,Player 2,1,1
ultimate.2003.05.20.135,.gsn,ultimate lightning,DFCGEEAAABDGADADAAAMAAAAAAAABFJHAAHIAALKAA__AA__AAAA__AA__AATQAWRXAVATANUAOYANPAPAAAAAAAARQPAAASAAPS,139,red,blue,1,1
ultimate_lightning-2005.9-4228,.xml,ultimate lightning,EDAADADDEFMHAAAAACBBLAAAAAHAAKIGJAGAAAFAAA__AA__AAAA__AA__AAAAAAAAAAAARSTXRQTOSPAAAAAAAAAAPVQYPUNNWP,221,Player 1,Player 2,1,1
ultimate_lightning-2006.1-2341,.xml,ultimate lightning,AADAMEALHACAGABAIFAKAAAAAAFJEAAGHDADBAADAA__AA__AAAA__AA__AAAPASTAXAPAAAWAAPASUANAAOAATVAARNPQQRYAAA,48,Player 1,Player 2,3,2
ultimate_lightning-2005.9-1255,.xml,ultimate lightning,DEBMAADBEFGICDAAHKAGAALAFAADAAAAAHAAJAAAAA__AA__AAAA__AA__AAAAAAAAAAAAAAAAAAAAAANWOYXTUSVTNSRPQPPRPQ,130,Player 1,Player 2,1,2
ultimate_lightning-2005.10-1668,.xml,ultimate lightning,EDMBDADFADGABJAAICFEHAHAGAAAAALKAAAAAAAAAA__AA__AAAA__AA__AAAAAAARAUWXPSVARSNOTTAAAAANAAPQAAAAPAPAQY,150,Player 1,Player 2,1,2
ultimate.2003.09.19.1121,.gsn,ultimate lightning,AAFABDMEBDAAAJCDAHAAAAAAHDLAKGAFAAAGAAIEAA__AA__AAAA__AA__AAAAWPASTAAAPTAQXAOAQANVNAAYAUPAASARAPAARA,77,red,blue,1,1
ultimate_lightning-2014.1-2987,.xml,ultimate lightning,MBADAAAAAEBEADAADAAACFAAAADAAAKGHJGALHIFAA__AA__AAAA__AA__AASVAARRTOWSTAAAAXAAUNAAAAPPAAPQAAAAPNAAQY,124,Player 1,Player 2,3,2
ultimate.2003.06.12.250,.gsn,ultimate lightning,AAAEBGMGAAADAAAJFCAFADAADALAIAAAAAEHDBHKAA__AA__AAAA__AA__AAVRWAARAAAAOAAASAAPATNSTPXAQAAAYUNQPAAPAA,146,red,blue,1,2
ultimate_lightning-2006.4-1410,.xml,ultimate lightning,DAEBDADAGDIAFMEACJAFAALHBAKGAAAAAAAAHAAAAA__AA__AAAA__AA__AATVWASSAAXRUPAOAAAAAAYTAAAAAAPQNQAPPAAARN,102,Player 1,Player 2,1,2
ultimate_lightning-2014.3-1482,.xml,ultimate lightning,EFJMLHCGFEBGAAAAAAHBAAAAAAAAAADIAADKAADDAA__AA__AAAA__AA__AAVSAAAQAAQARWAAAXAAAANTUAAAARPPYNTAAAOSPP,240,Player 1,Player 2,1,2
ultimate_lightning-2006.4-6576,.xml,ultimate lightning,AAAAAHEFBMAAAAAGCEFBAAAAAJDKIDAAAAADLHGDAA__AA__AAAA__AA__AAAAAAAAAAAAPVTUPPAAAASXOWTQSAAAQRNYNRPAAA,96,Player 1,Player 2,1,2
ultimate.2003.05.17.74,.gsn,ultimate lightning,ACFAAAEHMBDDAAAAAGBDADAAAAAAAAEIFAJGAHLKAA__AA__AAAA__AA__AAPPOAXWPTUAAVNYNAAAAAAAAAAAAQAAQRARASASPT,45,red,blue,1,1
ultimate_lightning-2014.6-808,.xml,ultimate lightning,BMDHBAAAAADCFDEAAAAAEJHFGAAAAALGDKIAAAAAAA__AA__AAAA__AA__AAPNYNUPAATPVXROWTAASQAAAAAQAARSPAAAAAAAAA,37,Player 1,Player 2,3,2
ultimate_lightning-2005.9-2568,.xml,ultimate lightning,ADAADCJBEFAGAALKAEIBAGAAHDHMDFAAAAAAAAAAAA__AA__AAAA__AA__AAAAAPAAUAAAAATAASATAASVAXQAOWAQARNYPPNPAR,146,Player 1,Player 2,1,2
ultimate.2003.05.08.34,.gsn,ultimate lightning,MBBDAEEDFAHDFCAJADAALAIAAAAAAAGAHAGAKAAAAA__AA__AAAA__AA__AAAPAUAASAAAATVOPTWQAAAAPXRAAPAAAAQRNASYNA,328,red,blue,3,2
ultimate_lightning-2006.4-4858,.xml,ultimate lightning,AAEAAAEAAAAADMGGDAAABAFHHIDAAAABFLKJCDAAAA__AA__AAAA__AA__AAXTWSPPAAPRVAOUATAAQANAAAASAAARYNAAAAAAPQ,54,Player 1,Player 2,1,2
ultimate.2003.05.09.238,.gsn,ultimate lightning,EFEAAAABMHAAAAAAAABDFAAAAAADDDGJAAIGHCLKAA__AA__AAAA__AA__AAASAASRAAUAAVAWAAXAPAATAOPPPATAARQNAANYQA,145,red,blue,3,1
ultimate.2003.09.09.6060,.gsn,ultimate lightning,AAAAAAAGFEAAAAAAAAAEKIAGLHHAJADBMBDAFCDDAA__AA__AAAA__AA__AATUAAWPAYAPRARXSVAAPANASOAAQAAAQNAAATAAPA,161,red,blue,1,1
ultimate.2004.01.06.2551,.gsn,ultimate lightning,AAFIHALMBDAAGGHAKBCAAAFEEADJDAAAAAAAAADAAA__AA__AAAA__AA__AAPXVYNNQPPPAAAARRAAAAOQSATAWASTAAAAAAUAAA,14,red,blue,1,2
ultimate.2003.09.13.2646,.gsn,ultimate lightning,AACGDFEDBMAHKADIJFLBAAAAAAAAHGAAAAAAAADEAA__AA__AAAA__AA__AAAAAAAQRWQUAAAAASPPSTAAAAARXOVNAAAAAPTPNY,61,red,blue,3,2
ultimate.2003.06.03.265,.gsn,ultimate lightning,AAFBEMEDAAAADBHDFHAAAAALCKGAAAAAGDIAAJAAAA__AA__AAAA__AA__AASAQASAPAUAXAPAWAVAPATAOARATARAYAQANANAPA,150,red,blue,1,2
ultimate_lightning-2005.9-4043,.xml,ultimate lightning,AAAAAAAAAAAAAAGAMDIAAAFLBJHGAEEDAHDBFCKDAA__AA__AAAA__AA__AAPQVQRNYTNPAAAASPXWAAAPASATOAAARAUAAAAAAA,110,Player 1,Player 2,1,2
ultimate.2003.09.24.1530,.gsn,ultimate lightning,ADAADAAABMADAADEAALBAHAKAAAAAJGEACIGAHFFAA__AA__AAAA__AA__AAAAAASAAUPAAAAAARAAPWARNAXVTAPOAQNTAAYQPS,171,red,blue,1,1
ultimate.2003.09.10.3828,.gsn,ultimate lightning,MBEFHEDAADBGKCJDHADAALFIAAAAAAAAAGAAAAAAAA__AA__AAAA__AA__AAPRWARPATQSTAOVXAAANPAUAYAPAAAAQAAASAAAAN,74,red,blue,1,2
ultimate.2003.05.20.58,.gsn,ultimate lightning,GFDAADEDBMECDAAAAAABAAAAAAAAAAFGAHLKHAJIAA__AA__AAAA__AA__AAVPAAPPAWANAATXPTAARRSAAAAAAUONQSAAAAAAQY,94,red,blue,3,2
ultimate.2003.07.02.906,.gsn,ultimate lightning,AAAEBGMGBEAAADFIFDDDAAAAHAAAHKAAAAALCJAAAA__AA__AAAA__AA__AAAAUAAAAPAQARAASRAASNQAVAAAOXTTPAAWPPNAAY,142,red,blue,1,2
ultimate.2003.07.12.914,.gsn,ultimate lightning,ADADAAEBDMAGHKFFCBLHAAJAAAAIEGAADAAAAAAAAA__AA__AAAA__AA__AARQAAQATAVSAATAPWAXRAAAAAOPAPAUSAAPANAYAN,183,red,blue,1,1
ultimate_lightning-2006.4-3252,.xml,ultimate lightning,MEAAAAAABDEDAAAAAACBHLAADJAADKFIAAGFAAHGAA__AA__AAAA__AA__AAAURARSAAAAATXAWVAPNAAPNAAAOTSAPQYQPAAAAA,157,Player 1,Player 2,1,1
ultimate.2003.05.15.9,.gsn,ultimate lightning,EGFBMFCHGDAAAABDDHDAAAAALKAAAAAJAAIAAAAEAA__AA__AAAA__AA__AARAAWXAOAAQAVAAAAPNAAPAAUAAAQAATSPYSATNPR,75,red,blue,1,1
ultimate_lightning-2006.4-6334,.xml,ultimate lightning,AAAAAAAGAAAAEBFFEDAAAAJLKCIGAAAAHDDBMHDAAA__AA__AAAA__AA__AAARQATAWAXAPTOVASASAAPAPAQAUAANAPARAAAANY,44,Player 1,Player 2,1,2
ultimate.2003.05.09.223,.gsn,ultimate lightning,AHMHAABBDGAACAAAEIDEADAAAAFFGAAAAALKAADJAA__AA__AAAA__AA__AATRAOAAAVRTAAAAXAAYAANPAAAPAUANSQAPWPAAQS,29,red,blue,1,1
ultimate.2003.08.16.1284,.gsn,ultimate lightning,AHAAAFBDEMADAAEBADIFAAAKADAHAJAAAAAGCALGAA__AA__AAAA__AA__AARSAWUOAAXRQSAAAPAAVQPPAAAAAAAANPNATTYAAA,79,red,blue,1,1
ultimate.2003.12.19.329,.gsn,ultimate lightning,AABDFAMAAAEHCBAIAFJDAAAKEDLAHAAAAGAAGDAAAA__AA__AAAA__AA__AAWXTOVAAPPQTAAAAAAAPUAASAAANAAAAQRRPNYSAA,50,red,blue,1,2
ultimate.2003.05.29.222,.gsn,ultimate lightning,ADBFMJEEAAAAIBCKHDAAAADFGLDHAAAAAAAGAAAAAA__AA__AAAA__AA__AAAAAAAAAAAAXSAWASAVAUNQNTAPRPRAYTAOAQAPAP,68,red,blue,1,2
ultimate.2003.05.17.11,.gsn,ultimate lightning,AHMHAAAFEDAAAAABBADGAACALEDAAAGKAAIAADJFAA__AA__AAAA__AA__AAYXWOAVQSAANAAAAAAAAAATAAATRUASAAPQPPARPN,87,red,blue,1,1
ultimate_lightning-2014.4-1734,.xml,ultimate lightning,ABFEAAAIAAAHALGEDCKDAJAAADHAAAFGAABDAMAAAA__AA__AAAA__AA__AAWAAAVRAAAAUAAPAAAAAAPQOPAQTXPASNASTYRNAA,98,Player 1,Player 2,1,2
ultimate_lightning-2014.3-3039,.xml,ultimate lightning,DDAAAACHBMGGAAEAAFEBHAAKDDFILJAAAAAAAAAAAA__AA__AAAA__AA__AAPPSTUPQTSPVAAAAAAAAXRAAAAAAAANQRAAOWAANY,183,Player 1,Player 2,1,1
ultimate.2003.12.11.1608,.gsn,ultimate lightning,ADBDADBEAAAEGAAHGAHAFAAJAACADAAAAAAFKMLIAA__AA__AAAA__AA__AASQTARAAAAANWOAXRAAAAPSVTPPAAAAYUPNQAAAAA,166,red,blue,1,2
ultimate_lightning-2006.5-170,.xml,ultimate lightning,ABDDDEMAAAAHAAAHACAAAALAAAKDGBGFAAJFAEAIAA__AA__AAAA__AA__AASATAPAWAPAAUAXATAOASNAPANAYAVAARAQARAQAP,97,Player 1,Player 2,3,1
ultimate.2003.05.27.105,.gsn,ultimate lightning,EADDADAEBBAAAHFACHAMIAJKAGADLFAAAAAAAAAGAA__AA__AAAA__AA__AASPAAUSAAPRAAXVAAWOAANATAPPATAQYQAAAAAARN,179,red,blue,1,1
ultimate.2003.06.16.477,.gsn,ultimate lightning,AIAAADEHMBAAAFGBKCDEAAAAAFDJAHAAAAAAADGLAA__AA__AAAA__AA__AASWAPAAAAPSAAAAPTPVTXUAAAAQAOQNAAAAANARYR,135,red,blue,1,1
ultimate_lightning-2014.2-610,.xml,ultimate lightning,MAEAAAADDAEAADDAAAAALAACAKBAAAIGHBFJGAFHAA__AA__AAAA__AA__AATVAWOPSUTAAAAAAAXAAAAAAPSAANRAAPYNARQQAP,141,Player 1,Player 2,3,1
ultimate.2003.08.02.525,.gsn,ultimate lightning,AADGBEEGFLHDMADJCDAIAAAAAABHAAAAAKAAFAAAAA__AA__AAAA__AA__AAAAAWTUPAAAAAPAAXAAPAAVONSYSTAQAQARARAPNA,184,red,blue,1,2
ultimate_lightning-2005.10-2304,.xml,ultimate lightning,EMBBEAAAAAIDAAAAAAAAFLAAKDAAJAGDHCFDHAGAAA__AA__AAAA__AA__AAAAAAAAAAAAAAAAAAAAAARTSNQPTSPQVPPRNYOWXU,221,Player 1,Player 2,1,1
ultimate_lightning-2014.2-602,.xml,ultimate lightning,MAEAADAAAEBAHBDDADAAJACAAAAAAAGFLAAIKHGFAA__AA__AAAA__AA__AAAAAAAAAAAAUPXRTSATQPAAQAAVAOWAANRPPYSNAA,219,Player 1,Player 2,1,1
ultimate.2003.05.29.80,.gsn,ultimate lightning,EDAAFDAADFAAAACDAAAEHAAAKABMAHGIAAAGBALJAA__AA__AAAA__AA__AAAAUVXWTAAAAAAAAOAAAAPRQAPAAPPSRNYNAAAQST,55,red,blue,1,1
ultimate.2003.12.28.5788,.gsn,ultimate lightning,AAAAFCJMBAAAAAGEFBEAAAAADDGDKAAAAADHLIHAAA__AA__AAAA__AA__AAXVAASNAASNTTAAURAAWRYPAAPQAAOQAPAAPAAAAA,107,red,blue,1,1
ultimate_lightning-2005.9-7583,.xml,ultimate lightning,AEBDDLMCEAHAJBFDGKAHAAAADAAAAAFAAAAIAAAGAA__AA__AAAA__AA__AARQSWAAXSQRAAPNAATPAAAANTAAVOAAAAUYAAPPAA,175,Player 1,Player 2,1,1
ultimate.2003.09.24.759,.gsn,ultimate lightning,MBAADDAAEFBAHADDAHAEGAAAAAAGAFLKAAIAACJAAA__AA__AAAA__AA__AATUAAXWQATPPPASAAARAANAQAAAOAPRSNAAAVYAAA,79,red,blue,1,1
ultimate_lightning-2005.9-3478,.xml,ultimate lightning,AAAAABBAAAAAJDFAALAACFAMEDDAGDKAGHAIAHEAAA__AA__AAAA__AA__AAAAVAAAAAAAAAPTAAXAAAAAWPTAOUSAPRNSQRYNQP,105,Player 1,Player 2,1,1
ultimate.2003.12.06.3509,.gsn,ultimate lightning,DDAFAEAFGADDAAJHAEAAHAACBAAAAALKMBIGAAAAAA__AA__AAAA__AA__AARVTOPRTPSUXPAAWAAPNAAQYAAAAQAAAASNAAAAAA,39,red,blue,1,1
ultimate.2003.05.20.4,.gsn,ultimate lightning,FBBMDDDAGAAEHJAAHCDFAAALAAAAAAAGAAAAAKIEAA__AA__AAAA__AA__AASAUAASAAARXAPAAAWAVANRTAAOATAPYNQAAQAPAP,164,red,blue,1,2
ultimate.2003.09.24.4844,.gsn,ultimate lightning,ADADABDMBFAAALAEKHCDAAAAAAAAJGGAAAEHAIFAAA__AA__AAAA__AA__AASSRNQRNAQPAUAVAAWATAPAAAPATAAAAXAYAOAPAA,206,red,blue,3,2
ultimate_lightning-2005.9-4419,.xml,ultimate lightning,AFDDEADBDMECKGAAALHBIJHAAAAAGFAAAAAAAAAAAA__AA__AAAA__AA__AAAAPAAVAAAAARAAAATASAUAXAQAOPASYTNPAQPNRW,156,Player 1,Player 2,1,2
ultimate.2003.10.05.3089,.gsn,ultimate lightning,ADEAADDAAAAHABAAAKADAAAMHABAAAGGJLFICAFEAA__AA__AAAA__AA__AAAAAAAAAAAAASAAASAAQAUXPTRVPWARYQANPAPOTN,160,red,blue,1,2
ultimate_lightning-2005.9-4165,.xml,ultimate lightning,EGDBDEMBDGFALHAAKCIAAAFAAAHAAAAAAAAADAAJAA__AA__AAAA__AA__AAAAUWAAAAAARRAPXAAAPATPNQQAPSSAOVYNTAAAAA,99,Player 1,Player 2,1,1
ultimate.2003.09.19.747,.gsn,ultimate lightning,AAFADBHAEMAAAADCADHBAIAAAJAADLAEAAFGAKAGAA__AA__AAAA__AA__AAAPWAQPXAAASQOTARATPAUNAPAVAARAAAYNSAAAAA,157,red,blue,1,1
ultimate.2003.05.19.64,.gsn,ultimate lightning,AAAAAAAADEMAAAAAAAHDBDAAIDGAACFBFEHLJKAGAA__AA__AAAA__AA__AASUAAWXAAVAAAAAAAAAPPPQATANAARROPAATYNASQ,46,red,blue,1,2
ultimate.2003.09.23.5433,.gsn,ultimate lightning,AAAAHBFAJMAAAAAHBADGAAAAKDALDDAIAAEFACGEAA__AA__AAAA__AA__AAAAAOAAAAAATPUNRSQNASAPPWVQXARTAAAPAAAYAA,69,red,blue,1,1
ultimate_lightning-2006.5-300,.xml,ultimate lightning,FBDEMJAAAABHFCKGAAAADGLDHAAAAAEDIAAAAAAAAA__AA__AAAA__AA__AAUPRRXPPSPVTAAWQOAAQSNTAAAAAAAAYNAAAAAAAA,0,Player 1,Player 2,4,3
ultimate.2003.06.30.295,.gsn,ultimate lightning,DEDAAAADIMBCAAAAAALBDKHAAAAEJHGFAAAAAAFGAA__AA__AAAA__AA__AARAXASAWASAUAQAVAOATATARAPAPANAPAYAQANAPA,208,red,blue,1,2
ultimate.2004.01.01.1763,.gsn,ultimate lightning,EFAEDABMHDFAAAAAABADAAAAAAHALAIGACJDAAGKAA__AA__AAAA__AA__AATXVQSAOWAAARAAPAYATPNAANAAAQAASAUAARPAPA,105,red,blue,1,1
ultimate.2003.05.29.189,.gsn,ultimate lightning,GFADDDAMEGFDAAAAAAIEABAACAAAAAAAHAKLJHABAA__AA__AAAA__AA__AAVURAWXAPPAPATSAAAANAAAAAQAPORNQAATAASAYA,163,red,blue,1,1
ultimate.2003.08.31.3979,.gsn,ultimate lightning,DAHAAAHAFAAMGADFAGDAABAAIAAEABLAEDAJCAKAAA__AA__AAAA__AA__AARNAQSNTARPAPPAVAAXUAAAATQWYOSAAAAAAAAPAA,124,red,blue,3,2
ultimate.2003.12.31.6116,.gsn,ultimate lightning,AGDIAABMBAAAEAECFKFAAAHGALAAAAADAADJAAHDAA__AA__AAAA__AA__AAAATXSRTWRSAAPPPQAAQPAANUAAAAAVANYOAAAAAA,98,red,blue,1,2
ultimate.2003.06.12.556,.gsn,ultimate lightning,AAAAAEBMFBAAAADJCHEIAAAADGLAAAAAAADHDGFKAA__AA__AAAA__AA__AAXQTOAAAAAATASQWAAAAASPYVAPUAAANRPRNAAAAP,48,red,blue,1,2
ultimate_lightning-2005.9-4677,.xml,ultimate lightning,DKBBIDMEJFAAAAAAAAAADGCHEFLHDGAAAAAAAAAAAA__AA__AAAA__AA__AAAAAVAAARAAAAAAQATAAAASWTAAAXPUPONYPRNQSP,357,Player 1,Player 2,3,1
ultimate_lightning-2005.11-2793,.xml,ultimate lightning,EDMBDADFADGABJAAICFEHAHAGAAAAAKLAAAAAAAAAA__AA__AAAA__AA__AANRPAUNAARATAAPAASVQTAAQXAAOWAAAAPAPYASAA,197,Player 1,Player 2,3,1
ultimate_lightning-2005.11-5426,.xml,ultimate lightning,DFDAHDBEDBEAIAAAGJFMAAAAAGACAHAAAAAAAAKLAA__AA__AAAA__AA__AAUNAASRARAANAAXAAAWVAAAPSPYATOQAATQPAAAAP,269,Player 1,Player 2,3,1
ultimate.2003.05.29.346,.gsn,ultimate lightning,BHMEBDDADAEDAAAAAAAAJLCAAAKHAAFGAAAFAAIGAA__AA__AAAA__AA__AAAAAAAAAAAASAAASATAUXAVPWAQNYTAPARPAOQNPR,199,red,blue,1,1
ultimate.2003.09.28.3946,.gsn,ultimate lightning,AAAEAHMIAAAAACJAHEDAAADKGFDLAAAAFBDABGAAAA__AA__AAAA__AA__AAPTARAWOVAQAAAATAUAAAPRASAAPAXNQPAAASAANY,38,red,blue,1,2
ultimate_lightning-2006.2-7416,.xml,ultimate lightning,AEAFADAEADDAIABACAJAABADAKAMAFHALAHAGAGAAA__AA__AAAA__AA__AAPAXQRTWANNAPOAAAAAVASAARQAUAPAPSAAATYAAA,25,Player 1,Player 2,3,1
ultimate_lightning-2005.11-6317,.xml,ultimate lightning,MEGCDADAADBFDJFBIAAEHAHAGAAAAALKAAAAAAAAAA__AA__AAAA__AA__AAAARAAARASAAAUXSAPNAAAPTVPAWNAAPAAYATOQAQ,71,Player 1,Player 2,1,1
ultimate_lightning-2006.0-2559,.xml,ultimate lightning,EDAAADDFBMDAAAAAAABEAAHAGACHALFAIAAAJAGKAA__AA__AAAA__AA__AAAUARAASXSAQAONTWAAQRATAAAAYAVAPANAPPAAAP,176,Player 1,Player 2,1,2
ultimate.2003.06.02.241,.gsn,ultimate lightning,MFADADABEAJAHCAAHAAALAAABAKAGAGFDAIAEDAAAA__AA__AAAA__AA__AAAAAAAAAAAAXSPAUAWASVNATAAATRAPYOQPARPNAQ,191,red,blue,1,1
ultimate_lightning-2005.10-1140,.xml,ultimate lightning,MDEADAAADCBGDJFBIAAEFHAAGAAAAAAKHALAAAAAAA__AA__AAAA__AA__AAPSAAAROAPRATAVSWATXUAAAAAAAAPQAAAAAQNPYN,171,Player 1,Player 2,1,1
ultimate_lightning-2006.0-6269,.xml,ultimate lightning,BEGBDADAADMFDJAFIAAEHACHGAAAAALKAAAAAAAAAA__AA__AAAA__AA__AAAUOTASAVAAAAWYSAXAAQAAAAATAAAARPNRPAPNQP,259,Player 1,Player 2,3,1
ultimate_lightning-2014.6-2038,.xml,ultimate lightning,AADAAAEGBMAAHAAAGJEBAAIAAADCDLAAKAAAFFDHAA__AA__AAAA__AA__AAPUOWRPPAAAQXSTPVAAAANRASATAAAANYQAAAAAAA,120,Player 1,Player 2,1,2
ultimate.2003.05.12.45,.gsn,ultimate lightning,EBBMGDAGAADFCHDAHAAAJALADAAKIAAFAAAAAAEAAA__AA__AAAA__AA__AAAASSAAWXRUAAAAAATPAAAAPPAAOYNAARVPATNQQA,150,red,blue,3,2
ultimate_lightning-2014.2-1347,.xml,ultimate lightning,MBAAAEAADDBEAAADAAADKCAAHAAAJAGFHAIGLAAFAA__AA__AAAA__AA__AAAPAATAASAAAAOAAVNAPTQUWAAAAXAAAANYPQRPRS,141,Player 1,Player 2,3,1
ultimate_lightning-2014.4-2361,.xml,ultimate lightning,MBAADAAAAEBFAAHAAAAALAHAAACAAJIGADDGKDEFAA__AA__AAAA__AA__AAAAAQRPWXPAAAAVSPSUQAAATAAOAPANAAAAATRYNA,129,Player 1,Player 2,1,1
ultimate_lightning-2014.3-2331,.xml,ultimate lightning,EHFGMFIGAAHDJBLBKCAAAAAAAAAAAADEAADAAADAAA__AA__AAAA__AA__AAPVTSPPSUWPAAAAAAAAAAANAXATARANAQAYAOARAQ,152,Player 1,Player 2,1,2
ultimate_lightning-2014.6-1507,.xml,ultimate lightning,ACDDAAAAJADBAFLAAAEAGKAAIAGEHAHFMBAAADAAAA__AA__AAAA__AA__AASPTWSPXTPAAQVNOQNUAAARPAAARYAAAAAAAAAAAA,48,Player 1,Player 2,1,2
ultimate.2003.09.24.3857,.gsn,ultimate lightning,BBFMHDEDEAAGCADDHLAAJAAAAAAAAAGAKAAAAIFAAA__AA__AAAA__AA__AAARNSRQUASQATAAOWAAVAAATANAAAAPXYAAAPAAPP,109,red,blue,3,1
ultimate.2003.05.15.266,.gsn,ultimate lightning,DFCFEEAABMGAAADDDAABAAAAAAHHAAAIAAGJAAKLAA__AA__AAAA__AA__AAAAQWAAAXAAAAAAAAQPAAAPPOPAUAVAARTNSTYNRS,43,red,blue,1,1
ultimate.2003.12.18.136,.gsn,ultimate lightning,ADAJECMBBFAAAAHGKHDDAIALADAAAAAEAAFAAAGAAA__AA__AAAA__AA__AAASTVSUOTRAAAAXAAPAAAAANYAAWRAAAAQNPPPQAA,317,red,blue,1,1
ultimate_lightning-2006.5-4380,.xml,ultimate lightning,AAAAAAAMAAAAEJDACKHDAGAAAHEAAABBAIDFDLFGAA__AA__AAAA__AA__AAXAOWATAPVUPAASAPTAQANAASAARARAYNQAAPAAAA,126,Player 1,Player 2,1,2
ultimate_lightning-2014.2-173,.xml,ultimate lightning,MAFAAADAAFEAAAAAAAAALHAAEABHAAIDDBDGKCGJAA__AA__AAAA__AA__AAASAAAWAXAUAVAAATAAAOQQAAAATARNPRPASPAPNY,159,Player 1,Player 2,3,1
ultimate_lightning-2006.5-6312,.xml,ultimate lightning,AEADAEABADHAMAFAFAJAAIALAKABAHDAGADACAGAAA__AA__AAAA__AA__AAWPUSTPAAPPOVXSATAAAANQRAAAAAAQYNRAAAAAAA,145,Player 1,Player 2,3,1
ultimate_lightning-2005.9-5837,.xml,ultimate lightning,DEMDAABCFBFAIEAAHDAGAGAHAADAJAAAAKAALAAAAA__AA__AAAA__AA__AAWAOAUAPASAQAPAXATAVATASANAPAQAPARARAYANA,87,Player 1,Player 2,1,1
ultimate.2003.09.23.472,.gsn,ultimate lightning,AAAAFADAEMAAAAAIJEHHAAAFBBCADDAAAAGGDAKLAA__AA__AAAA__AA__AAQRAAUNQASSAAVAARAWAAAATAAAATAPAPAPNXYAOP,159,red,blue,3,2
ultimate_lightning-2006.0-5442,.xml,ultimate lightning,DFDAHDBFBEEAIAAAJDGMAAAAAGACAHAAAAAAAAKLAA__AA__AAAA__AA__AAAPSWAPAXAPAOAURPAATAAASVQANRQAAAAATNYAAA,102,Player 1,Player 2,1,2
ultimate.2003.05.09.338,.gsn,ultimate lightning,FCEDDMBDEFAAGAABAAAAAAAALKAAAAGJAAIAHHDAAA__AA__AAAA__AA__AAARAWSAAXAATAAOAAAAUSPVAAATAAAANQANPPQYRP,76,red,blue,1,2
ultimate_lightning-2006.4-6817,.xml,ultimate lightning,BEAAAAAAFMEIAAAAAABFDCAAAAADHDGKDJAALHAGAA__AA__AAAA__AA__AAASXAAAAAAAQPUAASTVAANTPAAWORAAYNQAAPRPAA,188,Player 1,Player 2,3,2
